,projectid,teacher_acctid,schoolid,school_ncesid,school_latitude,school_longitude,school_city,school_state,school_metro,school_district,school_county,school_charter,school_magnet,teacher_prefix,primary_focus_subject,primary_focus_area,secondary_focus_subject,secondary_focus_area,resource_type,poverty_level,grade_level,total_price_including_optional_support,students_reached,eligible_double_your_impact_match,date_posted,datefullyfunded
112298,e5a50d5b5e41638ef2a7fc5d0837a7f1,8fb79558db03c532b54b20e5abf464a8,2337a333a61c78bf40c7b78b0ed2fd40,490042000000.0,40.548747999999996,-111.956299,South Jordan,UT,suburban,Jordan School District,Salt Lake,f,f,Mrs.,Mathematics,Math & Science,Literacy,Literacy & Language,Other,moderate poverty,Grades PreK-2,925.6,35.0,f,2/21/12,6/5/12
36409,4af38e3e5b1deaf1b5b89ab208b09e27,a117c67f3e91496fc3a5ee3f7cd5c777,9b62c64683b7c3212f159e13eb41ff5c,181272000000.0,39.920792,-86.14295200000001,Indianapolis,IN,urban,Washington Township Sch Dist,Marion,f,f,Ms.,Literature & Writing,Literacy & Language,,,Supplies,highest poverty,Grades PreK-2,429.71,30.0,t,7/10/13,7/27/13
113867,e90d9ff22b53bc7ec409b0cb5d18a137,5d622e3921664a99448e61f1f3ac93ee,ea3556d901c8775ae0b7fffcd0808d6a,483240000000.0,30.132754,-95.28969000000001,Porter,TX,rural,New Caney Ind School District,Montgomery,f,f,Mrs.,Literacy,Literacy & Language,Social Sciences,History & Civics,Technology,high poverty,Grades 3-5,501.92,55.0,f,3/7/12,5/1/12
10943,1684e6e2339500e4f9c70d2786d0ec40,cd1837ab81f00cfccc4df77edac219c5,3145971cd2b647d067624a4c89181603,64113006783.0,35.223159,-118.912151,Bakersfield,CA,urban,Vineland Elem School District,Kern,f,f,Mr.,Music,Music & The Arts,,,Technology,highest poverty,Grades 6-8,269.48,46.0,f,9/3/12,10/23/12
91261,baca2f7b3ef2a624032d90aff1bc42bb,5fba629958912c201bbc7eb7dde8c4a4,2fca63e4850bd32a8bee86108e61c5dc,62637003978.0,37.933163,-122.01383200000001,Walnut Creek,CA,urban,Mt Diablo Unified School Dist,Contra Costa,f,f,Mrs.,Special Needs,Special Needs,Early Development,Applied Learning,Other,low poverty,Grades PreK-2,580.94,11.0,f,3/19/12,5/3/12
40512,536d9215c95fc707a491ab210ce8f570,b78703aa601960a2871b4f56f9c50888,f249c0ad0fa7c69540fe16e8075a96ae,80336000426.0,39.752602,-104.972664,Denver,CO,urban,Denver Public School Dist 1,Denver,f,t,Ms.,Literacy,Literacy & Language,ESL,Literacy & Language,Technology,highest poverty,Grades PreK-2,919.39,30.0,t,8/23/13,10/7/13
105952,d8d5c10a800b5a47955ca433281fd07e,c3867aa4125c54cc0fbd4989c81149da,1c16f8b56aeb5dc7ab26ad5e51d99e30,62271003291.0,33.804787,-118.30203200000001,Harbor City,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Mrs.,Early Development,Applied Learning,Special Needs,Special Needs,Supplies,high poverty,Grades PreK-2,419.36,20.0,t,1/5/12,1/13/12
88203,b4736f5cdc650b6b16b1879a30af0eea,d39b874eeaccbf17d5e661eacd22e5ef,9c02eab047f233f3f4a17dad336a2bc0,480771000000.0,29.906813,-95.363541,Houston,TX,suburban,Aldine Ind School District,Harris,f,t,Ms.,Mathematics,Math & Science,History & Geography,History & Civics,Technology,highest poverty,Grades 6-8,607.54,4.0,f,12/3/13,3/22/14
23694,30d0186f9cbb236a5bdf9623211d23dd,46026da2c242e4a5e171e7c9960f54a8,c23b030309f86d7af9c3fb7d533b0ba9,240051000000.0,39.004723,-76.963104,Adelphi,MD,suburban,Prince Georges Co School Dist,Prince Georges,f,f,Ms.,Other,Applied Learning,,,Supplies,highest poverty,Grades PreK-2,344.02,24.0,t,7/28/12,9/15/12
5504,0b8a7f8bc535a5923a4b75b1281eaf47,17e0341d7ca6aca8deca88e55c643dc7,13ce63eafdb58e380d82b630b3faa34b,360009000000.0,40.674721999999996,-73.92795799999999,Brooklyn,NY,urban,New York City Dept Of Ed,Kings (Brooklyn),f,f,Ms.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Supplies,highest poverty,Grades 3-5,510.69,30.0,t,6/17/12,8/23/12
2231,04c74f7191262165c6320573b49df067,6b9be26d295dc3b402abbfb4a43855c8,69dec26fd45cd8be455bc698e2c24e47,62271003215.0,34.087734000000005,-118.21913899999998,Los Angeles,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Mr.,Environmental Science,Math & Science,,,Technology,high poverty,Grades 6-8,588.31,120.0,t,1/29/13,3/9/13
13944,1cdd458a776124f3c22dff3d7c4637db,d5832588d6d0f225f041ab51555049c0,0e07608a5153fecb999302acb015c4c5,62271003184.0,33.980059000000004,-118.22794499999999,Huntington Pk,CA,suburban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Mr.,Literacy,Literacy & Language,,,Books,high poverty,Grades PreK-2,548.64,25.0,f,2/5/12,5/28/12
45614,5dfc7de382fcfeeffc3be89a19c563e5,6243f4521ecc98e69392942e69785309,ba0b6261b55434f20c28a8bfd5eaebfd,530039000000.0,47.618176,-122.150581,Bellevue,WA,urban,Bellevue School Dist 405,King,f,f,Ms.,Literacy,Literacy & Language,,,Technology,high poverty,Grades 3-5,477.66,450.0,t,9/22/13,10/11/13
122278,fa93fd81267e54f0c060c1c4d0faaba0,2211479c154d374a94edd1d379c2318f,5a18cdd502ebfc99d2c682b8686d5572,262697000000.0,44.424793,-83.378351,Oscoda,MI,rural,Oscoda Area School District,Iosco,f,f,Mr.,Environmental Science,Math & Science,Health & Life Science,Math & Science,Other,highest poverty,Grades 9-12,699.06,180.0,f,8/10/13,10/5/13
32300,42c2a6dee2c0a09b008320d33ab6287f,62e3ddab73f8dfb3a23bd0ba7a6052d2,1067a14c7cc970db0606bdbe4bbb0e12,,40.173328999999995,-79.913438,Monongahela,PA,,Ringgold School District,Washington,f,f,Mrs.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Technology,moderate poverty,Grades PreK-2,428.16,25.0,f,8/10/13,10/14/13
49191,6537671c2790ee083d32334f74c7de34,2e9f03bfa08fc6fc848fe3db37f9ddb5,80057e4ad9788fd0e423629bccc7c4a0,330498000000.0,42.725119,-71.479279,Nashua,NH,urban,School Administrative Unit 42,Hillsborough,f,f,Ms.,Music,Music & The Arts,Special Needs,Special Needs,Technology,moderate poverty,Grades PreK-2,228.52,24.0,t,9/9/13,10/7/13
67928,8b1a2a79fa8ef1fd8ae427b2ce99b6bc,b736cdee2534f8101ed4989ccd1f8aad,1620cb10287501899847aa819fe75b2f,410192000000.0,45.469122999999996,-122.819653,Beaverton,OR,urban,Beaverton School District,Washington,f,f,Mrs.,Environmental Science,Math & Science,Applied Sciences,Math & Science,Supplies,moderate poverty,Grades 6-8,1053.0,150.0,f,11/14/13,2/20/14
106308,d98bd467f0da28c2d35e4af79ae50ba0,ceec9ed3e6b33b1c8b9ff71cc27ad86b,d8a7d6ca2b787e01d7ec559390d6c889,510264000000.0,37.110937,-76.543908,Newport News,VA,urban,Newport News Public Schools,Newport News City,f,f,Mrs.,Literacy,Literacy & Language,,,Supplies,high poverty,Grades PreK-2,410.22,20.0,f,7/12/13,10/17/13
55130,718254c8776d076d63a7f6f547266db9,63ec5f57f3929a4beb3ef404858784c9,cc7964fde9a0c5af8394d700978162b1,483294000000.0,29.501129,-98.545288,San Antonio,TX,urban,North East Ind School District,Bexar,f,f,Mrs.,Literature & Writing,Literacy & Language,Literacy,Literacy & Language,Supplies,highest poverty,Grades PreK-2,389.76,50.0,t,7/3/12,7/10/12
28056,3a11ca1048f96fa5824dd741eca72591,97efdab6fab110e1c7eec8735cee894c,6376ff6305249591c1391c21d9073d2e,40444002435.0,33.424597,-112.30661299999998,Avondale,AZ,suburban,Littleton Elem School Dist 65,Maricopa,f,f,Mrs.,Literacy,Literacy & Language,Special Needs,Special Needs,Technology,highest poverty,Grades PreK-2,611.74,35.0,f,12/10/13,2/16/14
53308,6db741793be127e47ca26933c6048408,91c494d1356587b5c523ce9ac85eb939,6d4d8d73c4c00feea4e0d48498bef99f,,35.232925,-97.41501600000001,Norman,OK,suburban,Norman Ind Sch Dist 29,Cleveland,f,f,Mrs.,Literacy,Literacy & Language,Mathematics,Math & Science,Other,high poverty,Grades PreK-2,485.51,23.0,f,10/25/12,12/31/12
96357,c53eaec7c302ce835075413e9a0f1a54,946533f03a73570547a49b50508e5c96,5c6c16b19a475541112f06bd018d2e94,490021000000.0,41.113819,-112.087158,Clearfield,UT,suburban,Davis School District,Davis,f,f,Mrs.,Mathematics,Math & Science,Health & Life Science,Math & Science,Technology,high poverty,Grades PreK-2,160.65,25.0,t,5/10/13,6/24/13
100847,ce53a0dc64ab9dcfb2f96fa6d25966a4,0348819af21a03463f6e68e998563488,5b4b4a43727e3abea3ea81d184da50bd,470318000000.0,36.128422,-86.70636,Nashville,TN,urban,Metro Nashville Pub Sd,Davidson,f,f,Ms.,Literature & Writing,Literacy & Language,ESL,Literacy & Language,Other,highest poverty,Grades 3-5,414.81,52.0,f,12/17/12,2/5/13
29740,3d83c121e7fe17e0d64a6f9f993b0bf0,599c6555cd6c7d1a8a4fe2407d02a1de,4996c0db8c37364304636f2bceab5f43,402025000000.0,35.372924,-97.459027,Oklahoma City,OK,suburban,Moore School District I-2,Cleveland,f,f,Ms.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,high poverty,Grades 6-8,1005.28,100.0,f,7/25/13,8/21/13
13384,1bacd80416fd836a23a4bdf2ca35693e,f17ae4a60d2505fd6740570945fdb64f,824d2360d99a5ca4d037ea6c65319f1a,62450003674.0,37.421802,-121.868568,Milpitas,CA,urban,Milpitas Unified School Dist,Santa Clara,f,f,Ms.,Mathematics,Math & Science,Literature & Writing,Literacy & Language,Technology,moderate poverty,Grades 3-5,808.54,32.0,f,12/13/12,1/1/13
15709,20791eba730b6d6051fef4aa6d1ea529,5ded1cf72032afa5e427f97e23442caf,f0b15e90736cea596855d8db0a6db0e0,271878000000.0,44.175340000000006,-94.01220699999999,North Mankato,MN,,Mankato Area Public Schs,Nicollet,f,f,Mrs.,Literacy,Literacy & Language,,,Books,moderate poverty,Grades PreK-2,451.76,30.0,f,6/22/13,10/10/13
116167,ede23c5c23609ac17b659f06db2111a6,3e07af55ed9f765aed32ba26acb9b3d2,929889b2a02fad4fecafab468066bd4c,320006000000.0,36.121018,-115.260833,Las Vegas,NV,suburban,Clark Co School District,Clark,f,f,Mr.,Extracurricular,Applied Learning,,,Other,high poverty,Grades 9-12,522.09,60.0,t,2/10/13,2/15/13
49193,6537943f3f3f2c6aba149479ece5e286,1c5b6b77ad3905443399a5cff41392c9,9ebc4e213b54d57ea86b556c3fdcaaaf,,40.864281,-111.916297,Woods Cross,UT,urban,Davis School District,Davis,f,f,Mrs.,Foreign Languages,Literacy & Language,,,Technology,moderate poverty,Grades 6-8,1811.64,100.0,f,9/2/13,10/25/13
119412,f45f40cd7cf2f9cf6435b6f7d2a7f0df,c3c652da2f6281b44fffd7eb91ef6e7a,3d7974de1bc3ee87a7ead00f2c251cf0,440021000000.0,41.683321,-71.58805799999999,Coventry,RI,suburban,Coventry Public School Dist,Kent,f,f,Ms.,Literacy,Literacy & Language,Special Needs,Special Needs,Technology,moderate poverty,Grades 9-12,3010.38,100.0,f,6/17/12,8/5/12
19284,27c6cec80cb93820240ef3e727fccab9,7ad429503e26acb562b0fc67a4ea9f5d,e048280ee4dbad60350c5650beb91e6a,62781004204.0,37.224153,-121.784029,San Jose,CA,urban,Oak Grove School District,Santa Clara,f,f,Mrs.,Mathematics,Math & Science,Literacy,Literacy & Language,Other,high poverty,Grades PreK-2,524.59,30.0,f,6/2/13,7/27/13
98701,ca2906f31a7592e4f97cdb91784ddd8b,a69cb516be3914d315fdce6b1d294150,d6e9bd04371d668b98da019a5edc20fb,60133205107.0,38.698169,-121.38035,N Highlands,CA,suburban,Twin Rivers Unified Sch Dist,Sacramento,f,f,Mr.,Literature & Writing,Literacy & Language,Mathematics,Math & Science,Technology,highest poverty,Grades 3-5,560.58,31.0,t,3/15/12,4/9/12
50526,6809c2aaf786ac9b70c53ae6fe747cfe,d4379794d390fdc2a4c651d2ce185c5f,4e916a187e8c7e82a61378c4d9a6f6e3,360014000000.0,40.80616,-73.94802,New York,NY,urban,New York City Dept Of Ed,New York (Manhattan),t,f,Ms.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Other,high poverty,Grades 3-5,985.53,30.0,t,10/6/13,10/25/13
73399,96754e337ad29e10c126f7c13ea2fd75,3a07be1eb2c216404a4f8480dcca0844,479a07267620b7cf8fc916db96d5fc30,63441005645.0,37.801788,-122.436306,San Francisco,CA,urban,San Francisco Unified Sch Dist,San Francisco,f,f,Ms.,Special Needs,Special Needs,Other,Applied Learning,Other,highest poverty,Grades 6-8,426.28,10.0,f,3/18/12,6/13/12
83983,abaae1f287f38fe6466dfa0672efde4c,4a8144a156958bc7e1d3889071881e10,c61cbfe52b694399e9a8071606e5b917,210299000000.0,38.158413,-85.85385,Louisville,KY,urban,Jefferson Co School District,Jefferson,f,f,Mrs.,Literacy,Literacy & Language,College & Career Prep,Applied Learning,Technology,highest poverty,Grades 3-5,691.78,15.0,t,9/17/12,9/29/12
26751,3749b72845f8665ccf5eec926672d425,21bf63198782909be7488de01916ec30,589b08cb1dc016a1c67fe344e2e71c56,483306000000.0,29.898319,-95.291679,Houston,TX,urban,,Harris,t,f,Mr.,Literacy,Literacy & Language,ESL,Literacy & Language,Books,highest poverty,Grades 6-8,213.52,160.0,f,11/30/12,1/9/13
49554,65eceabe3d6bb29f8db4ccc0f911d3a5,54fe079aafdb74db54be08523b2b9de2,de66be625e929dc396cb31caeafb8016,310009000000.0,40.564907,-96.62961800000001,Firth,NE,rural,Norris School District 160,Lancaster,f,f,Mrs.,Literature & Writing,Literacy & Language,Applied Sciences,Math & Science,Books,moderate poverty,Grades 9-12,1037.09,160.0,f,8/23/13,10/27/13
18763,26b26bf71f1a034b8337108fd4ab22cb,2a10c644434ce3b1c216a48d335816c8,e3828a0af457656bc6da753beca0a719,421263000000.0,40.562673,-78.079109,Alexandria,PA,rural,Juniata Valley School District,Huntingdon,f,f,Ms.,Music,Music & The Arts,,,Supplies,moderate poverty,Grades 3-5,990.35,200.0,f,12/5/13,12/28/13
22030,2d73250c51f7a840bf6e884a8d41f346,1e554dea182183097035be7803f4804a,ee1f03094a74337e7ec5f7db4565ec05,120087000000.0,27.988221999999997,-82.56600999999999,Tampa,FL,suburban,Hillsborough Co Pub Sch Dist,Hillsborough,f,f,Mrs.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Supplies,highest poverty,Grades PreK-2,286.0,18.0,t,11/17/13,12/21/13
79353,a253826af1fba997ba036c9c099698d4,de91403a8fcd29decd97a6db31b8b2d2,4d25a32d5d6424c00b3b8f7fa0add5df,90045000090.0,41.221695000000004,-73.232128,Bridgeport,CT,urban,Bridgeport City Sch District,Fairfield,f,f,Ms.,Literacy,Literacy & Language,Mathematics,Math & Science,Other,highest poverty,Grades PreK-2,595.34,24.0,f,10/24/12,1/18/13
20315,29ea125564cd140ce82120c9da7c0e54,f3464ea84bced6ed44133ee730bafce1,4db97ac82bd99d325e0901036a3871e2,240069000000.0,38.324523,-75.527173,Salisbury,MD,urban,Wicomico Co School District,Wicomico,f,f,Mrs.,Visual Arts,Music & The Arts,Literature & Writing,Literacy & Language,Supplies,high poverty,Grades PreK-2,585.19,613.0,f,12/11/13,1/26/14
56386,74250ba0846619ec47fa3ac2529dd41a,7720eb1ffaaab42a6d21d38450605e50,09a626e28da1314a2df6134a4850b1ae,361071000000.0,42.096901,-76.050636,Endicott,NY,suburban,Union-endicott School District,Broome,f,f,Mrs.,Literature & Writing,Literacy & Language,,,Supplies,high poverty,Grades 9-12,184.65,125.0,f,7/3/13,8/27/13
116211,edf7b09c0182c4bbf7738367531b5c1f,d11e47b1b28de3169741659db88a2c7b,0fd82b9a7cdee334a245194729430d5d,64215002349.0,33.747505,-117.97545600000001,Midway City,CA,suburban,Westminster School District,Orange,f,f,Mrs.,Visual Arts,Music & The Arts,,,Supplies,highest poverty,Grades 3-5,596.04,35.0,t,9/21/13,10/20/13
79493,a2a15c63b321a83650b509574a05b5a3,64ab55e8b2ad82420a55677282459ed3,461228f957ff8479875b5270a38d4eb8,192334000000.0,43.083333,-91.57255,Postville,IA,rural,Postville Cmty School District,Allamakee,f,f,Mrs.,Environmental Science,Math & Science,,,Technology,highest poverty,Grades 6-8,854.34,120.0,f,7/12/13,10/31/13
79709,a31b03f72bfb295ceeb5c7bc370c9460,c7b2b080f5261b30f9a4149361316a7e,a3a6563b3ef25017a39a9455908d6c71,62073007505.0,35.304858,-119.08254199999999,Bakersfield,CA,urban,Lakeside Union Sch District,Kern,f,f,Mr.,Other,Applied Learning,,,Other,high poverty,Grades PreK-2,744.12,22.0,f,3/4/12,4/24/12
113714,e8b5bc7f121bccef514f3248aeb59173,5eb82fe67f834f702056b60a3c3e1143,f5f3a62737ebf484effc280e2ce423eb,240042000000.0,39.251635,-76.81442,Ellicott City,MD,suburban,Howard Co Pub School District,Howard,f,f,Ms.,Mathematics,Math & Science,Literature & Writing,Literacy & Language,Technology,moderate poverty,Grades PreK-2,599.64,25.0,f,12/8/13,1/6/14
55877,7328de55ba9a0d239e8a22536c7906d0,eb45a89c44111115e870722bbda539e4,d2f5882e93a7fdda4480de8d466fb8a9,490036000000.0,40.691612,-112.07325800000001,Magna,UT,suburban,Granite School District,Salt Lake,f,f,Mrs.,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,high poverty,Grades PreK-2,871.16,45.0,t,8/30/13,10/5/13
36339,4acb7175dd51d400405fe4b7d96334bb,8bc92785dfaf95bf9db1768d1b521377,0d7c4b541a2a0d62161e140ab78442d3,362652000000.0,40.718613,-73.690718,Floral Park,NY,suburban,Sewanhaka Ctl High Sch Dist,Nassau,f,f,Mr.,Literacy,Literacy & Language,,,Books,moderate poverty,Grades 9-12,463.73,999.0,f,5/11/12,6/12/12
75102,99cddd4ae5a78da2cab4d08d45bc0a83,d7ed265323db3efef5d11d4354c3ce5e,63945ebfdacba470733670f9fecd18bf,62814004333.0,33.721592,-118.05210100000001,Huntingtn Bch,CA,suburban,Ocean View School District-Orange,Orange,f,f,Mrs.,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,moderate poverty,Grades PreK-2,713.27,32.0,f,11/5/12,2/7/13
115121,ebb4d697151fbc8c842d90636cb751c6,7462baee322bc905a617d4d717d9e8fc,453ded3d25deea3e12ad4c2d51e98976,250294000000.0,42.202334,-71.021295,Braintree,MA,suburban,Braintree School District,Norfolk,f,f,Mr.,Mathematics,Math & Science,Special Needs,Special Needs,Technology,moderate poverty,Grades 9-12,485.21,32.0,f,2/3/13,3/9/13
76422,9c869750d0b6e25c2330b672b9b65ecf,5b8d54c4063e657734a87f8954d57a08,6d9eb345a2b63d05594c04e12cbf8543,360010000000.0,40.602955,-74.091286,Staten Island,NY,urban,New York City Dept Of Ed,Richmond (Staten Island),f,f,Mrs.,Community Service,Applied Learning,Character Education,Applied Learning,Technology,high poverty,Grades 3-5,727.52,50.0,f,11/4/12,11/12/12
49897,66b1cf01644c8886c7b7fd7b372160ec,30b02b1af1b22c61cf0107f8ec9e4a5c,197a49fc662eb3104f210af07c0e072c,61146001260.0,33.925793,-118.135056,Downey,CA,suburban,Downey Unified School District,Los Angeles,f,f,Mrs.,Literacy,Literacy & Language,Special Needs,Special Needs,Supplies,high poverty,Grades PreK-2,287.71,12.0,f,5/26/12,6/5/12
41839,5601762802d4c8cc8d9a2205e4c75a7b,233119c0e41ac57bfb67575b3f2fb5c1,73e519d4d1a370d18b710e8d62fb26ed,420014000000.0,39.958984,-75.1558,Philadelphia,PA,urban,Philadelphia City School Dist,Philadelphia,t,f,Mr.,Gym & Fitness,Health & Sports,Sports,Health & Sports,Supplies,highest poverty,Grades 6-8,701.64,200.0,f,1/17/12,2/15/12
83639,ab0f073912ddbc4b6969d4ec2e20a1d1,9798c6ed9fec6c36a5b484bf48251eef,6e8ed11b46b3b88cabb33a1ae0f5940b,450348000000.0,35.049184999999994,-82.096627,Inman,SC,rural,Spartanburg School District 1,Spartanburg,f,f,Mrs.,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,highest poverty,Grades PreK-2,1067.75,24.0,f,8/17/12,12/5/12
56377,7420c5a27ecfb39da6e3342dd102d2f6,e5266d23f7d08ede48ed1065798afc2f,520b603fe4d9b4d78c0cc409a048a50e,400075000000.0,36.156290999999996,-95.886939,Tulsa,OK,urban,Tulsa Independent Sch Dist,Tulsa,t,f,Ms.,Literature & Writing,Literacy & Language,Literacy,Literacy & Language,Books,highest poverty,Grades 6-8,279.84,120.0,t,2/23/12,3/22/12
71613,92c2db0028f1e00035a028394fe8687e,5a4b0f48e3e032790973a82e2b923a0a,4f8d9d4469d093bfd5ab5526e115ba4e,360009000000.0,40.697353,-73.984512,Brooklyn,NY,urban,New York City Dept Of Ed,Kings (Brooklyn),f,f,Mr.,Health & Life Science,Math & Science,ESL,Literacy & Language,Supplies,highest poverty,Grades 9-12,556.0,120.0,f,9/8/12,9/16/12
76718,9d1fd50694c6cdf4653614936c7096db,16efa67a1d45bb46859e1f1bf0257592,e172ee5cd4a99887f9b55fb7b509173d,230732000000.0,44.108318,-70.158424,Lewiston,ME,urban,Lewiston Public Schools,Androscoggin,f,f,Mrs.,ESL,Literacy & Language,Literacy,Literacy & Language,Books,high poverty,Grades 3-5,1006.12,20.0,f,10/29/12,11/8/12
40696,53cee650e39c99b090ac63e444bd9b04,d1590e34f1a2e68a0164e22fd46ba652,327f2f79987e5528348014b29a9a66fc,360015000000.0,40.582219,-73.972837,Brooklyn,NY,urban,New York City Dept Of Ed,Kings (Brooklyn),f,f,Mr.,College & Career Prep,Applied Learning,,,Technology,highest poverty,Grades 9-12,801.68,150.0,t,12/14/12,2/7/13
76960,9da473dd7a68011d60e67a6d0e752adb,7ec2828a790c7bc2c0fca19925560001,9845dec0e3f9ab44e8e7f510b13f5d7a,40276000204.0,31.686272,-109.680145,Elfrida,AZ,rural,Elfrida School District 12,Cochise,f,f,Mrs.,Literature & Writing,Literacy & Language,Mathematics,Math & Science,Technology,highest poverty,Grades PreK-2,509.55,8.0,t,6/26/13,8/10/13
28791,3b910a63ea77969633f96eaf3f07782c,4a4a6dea9b2712b746b3beb2bb8db8ea,5ab69ce4d6f3575b842e9a6da98efd71,250843000000.0,41.626121999999995,-70.922555,New Bedford,MA,urban,New Bedford Public School Dist,Bristol,f,t,Mrs.,Literacy,Literacy & Language,Special Needs,Special Needs,Technology,highest poverty,Grades PreK-2,459.13,15.0,f,11/24/13,11/30/13
38029,4e5a2be49475dac91d639da527cf07ac,f747ee1e5720bb9c533ddfc56875eb5b,80877d9bdf6ce557080326f57f4d9802,422280000000.0,40.23764,-76.83087900000001,Steelton,PA,suburban,Steelton-highspire School Dist,Dauphin,f,f,Ms.,Special Needs,Special Needs,,,Technology,highest poverty,Grades 9-12,165.15,25.0,f,9/29/13,10/22/13
57057,7582b9402da63a35c5d88f7edbcaf18a,74391babd69f8f27cf4535136f8337ec,83883d314be9e822ecd4509b9dce7f40,360012000000.0,40.706965000000004,-73.945413,Brooklyn,NY,urban,New York City Dept Of Ed,Kings (Brooklyn),f,f,Mrs.,Gym & Fitness,Health & Sports,Health & Wellness,Health & Sports,Technology,highest poverty,Grades 3-5,688.16,800.0,t,2/5/12,6/4/12
118992,f38cf05631102c84844b7238c07bfd24,bd38afde39c820a6035271b541f74e23,149bef76d5487fdafe6bf6cc35e78b1c,510126000000.0,38.805031,-77.241608,Springfield,VA,suburban,Fairfax Co Public School Dist,Fairfax,f,f,Ms.,Literacy,Literacy & Language,Mathematics,Math & Science,Supplies,moderate poverty,Grades PreK-2,283.06,23.0,f,3/2/13,5/22/13
90787,b9d51e7e72a5d2b1701b99b998e9c49a,1f6cf5fed6a8e2ab88be3c55872a01ca,90d01446728f2efd4762e112bd02378b,251251000000.0,42.102509999999995,-72.638366,W Springfield,MA,suburban,West Springfield Sch District,Hampden,f,f,Mrs.,Literacy,Literacy & Language,,,Supplies,high poverty,Grades 3-5,482.73,27.0,t,9/12/13,11/1/13
90797,b9d828d3b106ce5e16728776d510335b,b66ed6bd2b9473f9c8890444c20dcd9c,5274e54c262c3b36b365e8013f8e259e,120156000000.0,27.879113,-82.723754,Largo,FL,suburban,Pinellas Co School District,Pinellas,f,t,Mr.,Music,Music & The Arts,Performing Arts,Music & The Arts,Supplies,high poverty,Grades 9-12,1599.58,20.0,t,12/4/13,1/4/14
25027,339d6ac7ecf642804fa38e65dcd7c845,e1cd7efce9747dd28ce668a2169287ac,fb08d8672b182cc7ec3cbf5e5c396a2f,80291001378.0,39.642333,-104.757775,Aurora,CO,urban,Cherry Creek School Dist 5,Arapahoe,f,f,Ms.,Literature & Writing,Literacy & Language,,,Books,moderate poverty,Grades 3-5,1022.94,250.0,f,9/15/13,10/1/13
59447,7a5972be02463500d763b22854b0415e,9236ffe3001dde6e1ca87ee7247335b7,5c0f1cb517917dee0160574b46dcac87,63255005032.0,37.923634,-122.34433700000001,Richmond,CA,suburban,West Contra Costa Usd,Contra Costa,f,f,Ms.,Mathematics,Math & Science,Literature & Writing,Literacy & Language,Supplies,highest poverty,Grades PreK-2,375.06,28.0,f,11/4/12,11/11/12
89501,b73bdd9054761fd3d437f513655f0c74,c92930ef64d1b11ff245e480af7b60b5,a5acf7a13718c078b0f00d1388ea5c2f,292523000000.0,39.251106,-94.601043,Kansas City,MO,rural,Platte Co School District R3,Platte,f,f,Mrs.,Literacy,Literacy & Language,ESL,Literacy & Language,Technology,moderate poverty,Grades PreK-2,249.08,70.0,f,9/27/13,1/4/14
78799,a13abd299d7e29ae76655f0c812173c0,21b5f01b3603f93f6cb32c3c2bd70fd9,de19d00c564f6f7956d4069bde3cc2be,450228000000.0,33.470345,-79.125276,Pawleys Isl,SC,,Georgetown Co School District,Georgetown,f,f,Mrs.,Literacy,Literacy & Language,History & Geography,History & Civics,Books,moderate poverty,Grades 3-5,336.68,22.0,f,10/2/13,12/18/13
4207,08d7b1f7a790eecf4ec610e6192813e5,26157f81f6719ed50dd869688de6baba,62e2080e51b85b46af48f68517ac124d,80387001898.0,38.921478,-104.69976,Colorado Spgs,CO,suburban,Falcon School District 49,El Paso,f,f,Mrs.,Literacy,Literacy & Language,History & Geography,History & Civics,Books,moderate poverty,Grades 3-5,223.88,25.0,f,9/23/12,11/5/12
99888,cc6cd19ee3795e0890c4aee624d4adf7,d1084ed9cb56b033f3725eec9b0bd26e,a207bb5cd9c14947bdc8b9d3f1231b9a,210312000000.0,37.271029999999996,-82.939972,Littcarr,KY,rural,Knott Co School District,Knott,f,f,Mrs.,Environmental Science,Math & Science,,,Technology,highest poverty,Grades PreK-2,437.19,22.0,t,2/4/13,2/23/13
123230,fc8ffcd32d2489ceef057ab34d1e90ae,9dcc1fcedf172d78195d19b709fb0a1c,7db1980a2ed8772034101eb7d888c0a5,530396000000.0,47.40879,-122.20450100000001,Kent,WA,urban,Kent School Dist 415,King,f,f,Mr.,Literacy,Literacy & Language,Civics & Government,History & Civics,Other,highest poverty,Grades 3-5,199.42,25.0,f,3/30/12,5/8/12
30441,3ef05cfbfcff39224ed6da4ab06f40ba,206caae92730fe98dcf02111067576f6,d40b0abb90329a4ce748f548918c02b9,,29.716713000000002,-95.553169,Houston,TX,urban,Texas Dept of Education,Harris,t,f,Ms.,Mathematics,Math & Science,,,Technology,highest poverty,Grades 9-12,1705.15,150.0,f,11/18/13,3/5/14
